ApartmentId , Price , Age , DistanceFromCityCenter
1 , 3.2974643046230074 , 66.32813427602473 , 17.28804560789571
12 , 2.886828148970545 , 10.619378330789388 , 28.467768091149473
14 , 2.1334867451946056 , 30.685789876529068 , 88.53889851774092
19 , 2.274040723013895 , 9.61492682707098 , 59.02306897857438
23 , 31.113279854622846 , 77.32989919090878 , 3.6805403801999015
24 , 20.55949805997638 , 2.0261263354183137 , 65.39058956825671
29 , 59.500992863148205 , 60.233321751188086 , 4.060979519883922
32 , 41.04941833122222 , 2.0910085048509437 , 54.451941458954515
36 , 10.054655701242206 , 6.483857695702772 , 74.98059916603644
61 , 69.92833855901448 , 3.196743745539089 , 6.803371148142907
66 , 99.7355998156057 , 2.771130298521599 , 16.6807276064047
72 , 68.17364655984018 , 34.84945557826125 , 2.2837875203064977
80 , 68.96497992892965 , 4.451869500504606 , 11.188239391294555
81 , 88.99036285216613 , 9.743527035457896 , 5.409563705670457
84 , 21.564121434838533 , 4.13482822805686 , 13.57481037788679
95 , 24.792891599366207 , 50.244102183569765 , 8.229956146522282
96 , 54.10405526063253 , 94.62284965746069 , 1.0864520204372363
