ApartmentId , Price , Age , DistanceFromCityCenter
53386 , 4.072306902807283 , 1.006128968962301 , 13.5049323530783
56047 , 1.191868214203761 , 1.2495084355821797 , 4.502800969904262
56184 , 1.0334779542819725 , 1.6580592825692357 , 4.784451220877727
74987 , 1.0042413022171839 , 3.551917122526429 , 17.90838832900777
133380 , 1.1083142927841503 , 10.678813736107651 , 1.0970259365838066
230919 , 1.306525617517356 , 1.0158235576247625 , 76.84315877192984
271184 , 1.0005368100474143 , 10.436304424068199 , 57.221744920426715
333920 , 1.0301293016829405 , 1.0391719066848477 , 31.780550187904662
352902 , 12.91919817752761 , 1.0037159826733162 , 2.6492159022906363
407683 , 48.63126327387259 , 1.0927237261173675 , 1.003626674751935
474373 , 15.139841724186304 , 1.0003145468990153 , 32.509560723750454
542401 , 34.14455845746546 , 3.873874515596628 , 1.0032863327702417
544566 , 1.0063356913573358 , 2.154765062770669 , 4.577786618756546
581056 , 15.515591235384761 , 1.0022417638637546 , 5.415433654170584
680389 , 1.018430175505506 , 12.582239574006653 , 2.006596258088699
722307 , 5.165254093585833 , 1.002514338517092 , 17.989584610083018
763769 , 1.2770536541349191 , 1.027338707940531 , 25.857226825706743
797758 , 49.08477851004608 , 5.524901216286557 , 1.0021605402465297
801975 , 1.0004903847794335 , 10.912866626762632 , 82.58878623446846
834778 , 1.0005416919148868 , 12.858980174047646 , 51.146142211495274
842420 , 1.0531822814929543 , 3.521435358974622 , 3.1536391761507594
863272 , 1.0666624139994485 , 12.014636518977628 , 1.2436608226489465
907287 , 95.29765716720388 , 1.0002900797473726 , 7.312945760544946
929307 , 4.138674696690959 , 1.0008158644233662 , 48.095712157046485
933692 , 2.6454781674429704 , 1.0618619459015863 , 1.3965874721653686
990443 , 1.804884531828233 , 43.38952733902578 , 1.0000204360901441
1016806 , 82.87988542737513 , 1.0000419321006868 , 27.183814322868297
1038357 , 1.04255511790103 , 15.555466841373292 , 1.5142179800746156
1048337 , 9.906388232019044 , 1.82743312656125 , 1.0095931138091623
1063516 , 1.6699540724043183 , 1.0724177032286617 , 5.245214883542197
1126398 , 33.73857528372341 , 1.013820916020805 , 1.0224910168094592
1128676 , 3.7583382480722722 , 10.85774018246926 , 1.0076316226611923
1157363 , 1.0047328045193429 , 81.71626331494768 , 1.6411902997841104
1171085 , 7.3222763648935105 , 1.0087534289854498 , 1.3150674696068347
1220295 , 19.001561467441583 , 1.0637678119818905 , 1.0323801810016309
1299535 , 6.7567057987134085 , 1.0436239553948985 , 1.4448272906061383
1371708 , 8.037237653823787 , 5.205394073236387 , 1.0076420231980272
1394178 , 1.2373084622038544 , 2.2975602000951207 , 1.4879392031688141
1461185 , 1.0006937013695962 , 5.330977042014839 , 24.863127486134324
1494166 , 1.3712077901239366 , 12.003171467018424 , 1.0042348646137356
1513216 , 6.6654042327687835 , 1.0008702709248682 , 23.92338238026862
1572871 , 1.0401862068360725 , 5.988779846062772 , 1.6866021529291726
1605309 , 2.7101039294024547 , 1.47440950742697 , 1.0401791369866555
1621981 , 1.0017732664886132 , 1.9468354024506498 , 79.50805362780642
1640549 , 33.540209681300745 , 1.0002463911451627 , 9.780140259022078
1641406 , 1.518427359891925 , 1.10734262737286 , 1.1189572640533967
1718424 , 1.0002366878374285 , 14.593026141939367 , 34.808578377293436
1766255 , 8.709293541890714 , 1.006031991224151 , 2.3569220396175523
1772859 , 8.441277046544261 , 1.0125108306487258 , 1.0578985443868647
1780824 , 1.0721154241556983 , 4.959739389257454 , 1.8386830193438306
1819059 , 1.131673319050405 , 3.262535210923276 , 1.250588844826626
1846984 , 4.986100120410159 , 8.160187284993128 , 1.0114289431156078
1851465 , 32.30159337361798 , 1.0034273754091578 , 1.0732517078225317
1853337 , 2.025052168410056 , 1.0034037945228182 , 48.750323082249906
1869532 , 1.009672692120508 , 30.679429438584993 , 1.8152648025075018
1956513 , 4.489116391173888 , 1.0042725038564413 , 11.584443757090503
2024826 , 1.0175305237573196 , 1.0237981317607798 , 64.18286616429072
2078340 , 1.081702814587394 , 1.676404184694027 , 3.7932249417008213
2142471 , 1.3983180873119707 , 1.5189467314413299 , 1.6217995569280337
2152611 , 1.6494692319506612 , 5.097616431862887 , 1.0862652976081466
2179892 , 1.012004195227847 , 1.5174110130681986 , 13.910330742198147
2226540 , 93.99485416320913 , 3.6652060406253524 , 1.000078083636212
2236011 , 67.52608303047086 , 1.042327756534562 , 1.0023592564804455
2241771 , 13.22396436356635 , 1.0002602937891847 , 35.9200788326291
2248336 , 1.212263040844491 , 17.03847935942404 , 1.0514372818073923
2317322 , 17.774621223587914 , 1.000368052375396 , 27.606864735421624
2341543 , 1.0186235948091396 , 14.448972269692453 , 1.7273523157438984
2360142 , 19.023770066076636 , 1.0001907425894392 , 13.254447025582042
2451843 , 16.896649349222677 , 1.5204421515647595 , 1.0305813910694601
2457869 , 4.491754809115646 , 1.0025538711556508 , 14.957879552784066
2565844 , 96.5087029717475 , 1.0017010138735603 , 2.1366048933606057
2585265 , 1.7482359893597468 , 87.73430630150239 , 1.0036669784440977
2650304 , 1.002690140683086 , 3.8919631836166744 , 12.40524530650667
2651858 , 1.0159582862410859 , 1.159212396176721 , 29.639520637264397
2873596 , 1.1755473918602397 , 1.8944461884240096 , 1.6513915795826644
2877069 , 32.92967755142949 , 1.0014115068674272 , 6.568926537976226
2992020 , 24.199806869370295 , 1.0056583988880932 , 1.440609902540908
3068356 , 1.0207600703988957 , 27.676565982998714 , 1.1953413145944412
3079088 , 9.381426042505467 , 6.374782154007404 , 1.000933024945754
3121444 , 15.75063041657307 , 1.0012020975599505 , 10.106825768930884
3173932 , 56.3780713616904 , 17.808289588390426 , 1.0005604230235199
3178765 , 1.4865286330738077 , 1.002436226511858 , 76.76812378035156
3204664 , 13.520847273107055 , 9.715851316033788 , 1.0007439642985174
3218217 , 1.024587353717365 , 1.1699479899800038 , 6.4595088600652195
3280101 , 74.7036768851908 , 37.42543155418103 , 1.0000617202153994
3360411 , 1.23913003690862 , 1.04465016156013 , 20.160176566664333
3379687 , 1.4516694539158546 , 3.5204105571444004 , 1.1174874134014279
