ApartmentId , Price , Age , DistanceFromCityCenter
230919 , 1.306525617517356 , 1.0158235576247625 , 76.84315877192984
271184 , 1.0005368100474143 , 10.436304424068199 , 57.221744920426715
801975 , 1.0004903847794335 , 10.912866626762632 , 82.58878623446846
929307 , 4.138674696690959 , 1.0008158644233662 , 48.095712157046485
1016806 , 82.87988542737513 , 1.0000419321006868 , 27.183814322868297
1461185 , 1.0006937013695962 , 5.330977042014839 , 24.863127486134324
1621981 , 1.0017732664886132 , 1.9468354024506498 , 79.50805362780642
1718424 , 1.0002366878374285 , 14.593026141939367 , 34.808578377293436
2024826 , 1.0175305237573196 , 1.0237981317607798 , 64.18286616429072
2241771 , 13.22396436356635 , 1.0002602937891847 , 35.9200788326291
2651858 , 1.0159582862410859 , 1.159212396176721 , 29.639520637264397
3178765 , 1.4865286330738077 , 1.002436226511858 , 76.76812378035156
3508332 , 1.0003300155366461 , 14.190932069863896 , 26.17891384377798
3576603 , 6.889061617469707 , 1.0004907989446248 , 45.69789766857307
3880505 , 1.0010250402241907 , 4.153242328477627 , 2.2865825741461516
4303429 , 18.783029701536705 , 1.0000745383082756 , 82.95863338374885
4350832 , 1.000063460287452 , 61.62316909768569 , 56.44332030431447
4432384 , 1.0001808636787697 , 19.83006435182235 , 57.0187096701747
4548790 , 61.59597115490624 , 1.0000453233006175 , 93.05545217367445
4594544 , 1.4029227341230397 , 1.0065911713900362 , 86.90754301429762
4686540 , 1.0000012079701448 , 87.7051672965257 , 35.119516174285465
4772672 , 1.242209404718309 , 1.021657400386002 , 36.53216375705135
4836996 , 1.0001134480892369 , 38.395566485570775 , 10.868218305627689
4841594 , 1.0059148487762881 , 1.4533714833602012 , 26.72960636049404
4973395 , 46.06634786382463 , 1.0000648128298901 , 21.31415429398641
